gene_id	gene_name	fust1_1	fust1_3	cel_N2_3	cel_N2_1	cel_N2_2	fust1_2
B0207.1	B0207.1	0	0	0	0	0	0
B0207.10	B0207.10	0	0	0	0	0	0
B0207.11	B0207.11	0	0	0	0	0	0
B0207.13	B0207.13	0	0	0	0	0	0
B0207.14	B0207.14	0	0	0	0	0	0
B0207.15	B0207.15	0	0	0	0	0	0
B0207.16	B0207.16	0	0	0	0	0	0
B0207.2	B0207.2	0	0	0	0	0	0
B0207.5	B0207.5	0	0	0	0	0	0
B0207.6	B0207.6	0	0	0	0	0	0
B0207.7	B0207.7	0	0	0	0	0	0
B0207.8	B0207.8	0	0	0	0	0	0
B0207.9	B0207.9	0	0	0	0	0	0
B0212.8	B0212.8	0	0	0	0	0	0
B0212.9	B0212.9	0	0	0	0	0	0
B0244.13	B0244.13	0	0	0	0	0	0
B0261.1	B0261.1	0	0	0	0	0	0
B0261.5	B0261.5	0	0	0	0	0	0
B0261.6	B0261.6	0	0	0	0	0	0
B0261.7	B0261.7	0	0	0	0	0	0
B0261.8	B0261.8	0	0	0	0	0	0
B0261.9	B0261.9	0	0	0	0	0	0
B0344.3	B0344.3	0	0	0	0	0	0
B0344.4	B0344.4	0	0	0	0	0	0
B0379.1	B0379.1	0	0	0	0	0	0
B0379.10	B0379.10	0	0	0	0	0	0
B0379.12	B0379.12	0	0	0	0	0	0
B0379.13	B0379.13	0	0	0	0	0	0
B0379.2	B0379.2	0	0	0	0	0	0
B0379.6	B0379.6	0	0	0	0	0	0
B0379.7	B0379.7	0	0	0	0	0	0
B0379.8	B0379.8	0	0	0	0	0	0
B0379.9	B0379.9	0	0	0	0	0	0
B0414.10	B0414.10	0	0	0	0	0	0
B0414.11	B0414.11	0	0	0	0	0	0
B0414.12	B0414.12	0	0	0	0	0	0
B0511.11	B0511.11	0	0	0	0	0	0
B0511.12	B0511.12	0	0	0	0	0	0
B0511.13	B0511.13	0	0	0	0	0	0
B0511.15	B0511.15	0	0	0	0	0	0
B0511.16	B0511.16	0	0	0	0	0	0
B0511.17	B0511.17	0	0	0	0	0	0
B0511.18	B0511.18	0	0	0	0	0	0
B0511.2	B0511.2	3	3	1	1	6	4
B0511.6	B0511.6	0	0	0	0	0	0
B0511.7	B0511.7	0	0	0	0	0	0
bag-1	bag-1	0	0	0	0	0	0
bah-1	bah-1	0	0	0	0	0	0
bam-2	bam-2	1104	1564	1361	1180	1336	1527
bath-25	bath-25	0	0	0	0	0	0
bath-34	bath-34	0	0	0	0	0	0
bath-35	bath-35	0	0	0	0	0	0
bath-40	bath-40	0	0	0	0	0	0
bbs-1	bbs-1	0	0	0	0	0	0
bbs-9	bbs-9	0	0	0	0	0	0
BE10.7	BE10.7	0	0	0	0	0	0
best-10	best-10	0	0	0	0	0	0
best-11	best-11	0	0	0	0	0	0
best-25	best-25	0	0	0	0	0	0
best-26	best-26	0	0	0	0	0	0
best-8	best-8	0	0	0	0	0	0
bet-1	bet-1	0	0	0	0	0	0
bli-3	bli-3	0	0	0	0	0	0
bli-4	bli-4	0	0	0	0	0	0
blmp-1	blmp-1	0	0	0	0	0	0
bre-4	bre-4	211.915	307.7951	234.3388	256.3551	272.1149	281.2284
bro-1	bro-1	0	0	0	0	0	0
bub-1	bub-1	0	0	0	0	0	0
C01A2.1	C01A2.1	0	0	0	0	0	0
C01A2.2	C01A2.2	0	0	0	0	0	0
C01A2.4	C01A2.4	0	0	0	0	0	0
C01A2.6	C01A2.6	0	0	0	0	0	0
C01A2.8	C01A2.8	0	0	0	0	0	0
C01A2.9	C01A2.9	0	0	0	0	0	0
C01F4.4	C01F4.4	0	0	0	0	0	0
C01F4.5	C01F4.5	0	0	0	0	0	0
C01F4.6	C01F4.6	0	0	0	0	0	0
C01F4.7	C01F4.7	0	0	0	0	0	0
C01F4.8	C01F4.8	0	0	0	0	0	0
C01F4.9	C01F4.9	0	0	0	0	0	0
C01G8.1	C01G8.1	0	0	0	0	0	0
C01G8.10	C01G8.10	0	0	0	0	0	0
C01H6.10	C01H6.10	0	0	0	0	0	0
C01H6.11	C01H6.11	0	0	0	0	0	0
C01H6.2	C01H6.2	0	0	0	0	0	0
C01H6.3	C01H6.3	0	0	0	0	0	0
C01H6.4	C01H6.4	0	0	0	0	0	0
C01H6.6	C01H6.6	0	0	0	0	0	0
C01H6.8	C01H6.8	0	0	0	0	0	0
C01H6.9	C01H6.9	0	0	0	0	0	0
C02E7.17	C02E7.17	0	0	0	0	0	0
C03B8.6	C03B8.6	0	0	0	0	0	0
C03C11.1	C03C11.1	0	0	0	0	0	0
C03C11.5	C03C11.5	0	0	0	0	0	0
C03C11.6	C03C11.6	0	0	0	0	0	0
C03C11.7	C03C11.7	0	0	0	0	0	0
C03C11.8	C03C11.8	0	0	0	0	0	0
C03D6.1	C03D6.1	0	0	0	0	0	0
C03D6.9	C03D6.9	0	0	0	0	0	0
C04F1.1	C04F1.1	0	0	0	0	0	0
C04F1.4	C04F1.4	0	0	0	0	0	0
C04F1.5	C04F1.5	0	0	0	0	0	0
C04F12.1	C04F12.1	0	0	0	0	0	0
C04F12.12	C04F12.12	0	0	0	0	0	0
C04F12.15	C04F12.15	0	0	0	0	0	0
C04F12.16	C04F12.16	0	0	0	0	0	0
C04F12.17	C04F12.17	0	0	0	0	0	0
C04F12.5	C04F12.5	0	0	0	0	0	0
C04F12.7	C04F12.7	0	0	0	0	0	0
C04F12.8	C04F12.8	0	0	0	0	0	0
C05D2.16	C05D2.16	0	0	0	0	0	0
C06A5.1	C06A5.1	0	0	0	0	0	0
C06A5.12	C06A5.12	0	0	0	0	0	0
C06A5.2	C06A5.2	0	0	0	0	0	0
C06A5.3	C06A5.3	0	0	0	0	0	0
C06A5.6	C06A5.6	0	0	0	0	0	0
C06A5.8	C06A5.8	0	0	0	0	0	0
C07F11.2	C07F11.2	0	0	0	0	0	0
C09D1.4	C09D1.4	0	0	0	0	0	0
C09D1.5	C09D1.5	0	0	0	0	0	0
C09D4.1	C09D4.1	0	0	0	0	0	0
C09D4.2	C09D4.2	0	0	0	0	0	0
C09D4.3	C09D4.3	0	0	0	0	0	0
C09D4.4	C09D4.4	0	0	0	0	0	0
C09D4.6	C09D4.6	0	0	0	0	0	0
C09D4.8	C09D4.8	0	0	0	0	0	0
C09D4.9	C09D4.9	0	0	0	0	0	0
C10G11.1	C10G11.1	0	0	0	0	0	0
C10G11.10	C10G11.10	0	0	0	0	0	0
C10G11.12	C10G11.12	0	0	0	0	0	0
C10G11.13	C10G11.13	0	0	0	0	0	0
C10G11.14	C10G11.14	0	0	0	0	0	0
C10G11.15	C10G11.15	0	0	0	0	0	0
C10G11.16	C10G11.16	0	0	0	0	0	0
C10G11.17	C10G11.17	0	0	0	0	0	0
C10G11.6	C10G11.6	0	0	0	0	0	0
C10G11.7	C10G11.7	0	0	0	0	0	0
C10G11.8	C10G11.8	0	0	0	0	0	0
C10G11.9	C10G11.9	0	0	0	0	0	0
C10H11.11	C10H11.11	0	0	0	0	0	0
C10H11.12	C10H11.12	0	0	0	0	0	0
C10H11.13	C10H11.13	0	0	0	0	0	0
C10H11.14	C10H11.14	0	0	0	0	0	0
C10H11.7	C10H11.7	0	0	0	0	0	0
C10H11.8	C10H11.8	0	0	0	0	0	0
C12C8.5	C12C8.5	0	0	0	0	0	0
C12C8.6	C12C8.6	0	0	0	0	0	0
C12C8.8	C12C8.8	0	0	0	0	0	0
C15A11.10	C15A11.10	0	0	0	0	0	0
C15A11.2	C15A11.2	0	0	0	0	0	0
C15A11.4	C15A11.4	0	0	0	0	0	0
C15A11.7	C15A11.7	0	0	0	0	0	0
C15C6.1	C15C6.1	0	0	0	0	0	0
C15C6.2	C15C6.2	0	0	0	0	0	0
C15C6.3	C15C6.3	0	0	0	0	0	0
C15C6.4	C15C6.4	0	0	0	0	0	0
C15C6.5	C15C6.5	0	0	0	0	0	0
C16C2.10	C16C2.10	0	0	0	0	0	0
C16C2.4	C16C2.4	0	0	0	0	0	0
C16C2.5	C16C2.5	0	0	0	0	0	0
C16C2.6	C16C2.6	0	0	0	0	0	0
C16C2.7	C16C2.7	0	0	0	0	0	0
C16C2.8	C16C2.8	0	0	0	0	0	0
C16C2.9	C16C2.9	0	0	0	0	0	0
C17D12.10	C17D12.10	0	0	0	0	0	0
C17D12.11	C17D12.11	0	0	0	0	0	0
C17D12.12	C17D12.12	0	0	0	0	0	0
C17D12.14	C17D12.14	0	0	0	0	0	0
C17D12.15	C17D12.15	0	0	0	0	0	0
C17D12.17	C17D12.17	0	0	0	0	0	0
C17D12.18	C17D12.18	0	0	0	0	0	0
C17D12.3	C17D12.3	0	0	0	0	0	0
C17D12.5	C17D12.5	0	0	0	0	0	0
C17D12.7	C17D12.7	0	0	0	0	0	0
C17D12.8	C17D12.8	0	0	0	0	0	0
C17D12.9	C17D12.9	0	0	0	0	0	0
C17E4.1	C17E4.1	0	0	0	0	0	0
C17E4.10	C17E4.10	0	0	0	0	0	0
C17E4.11	C17E4.11	0	0	0	0	0	0
C17E4.14	C17E4.14	0	0	0	0	0	0
C17E4.15	C17E4.15	0	0	0	0	0	0
C17E4.16	C17E4.16	0	0	0	0	0	0
C17E4.17	C17E4.17	0	0	0	0	0	0
C17E4.18	C17E4.18	0	0	0	0	0	0
C17E4.19	C17E4.19	0	0	0	0	0	0
C17E4.2	C17E4.2	0	0	0	0	0	0
C17E4.20	C17E4.20	0	0	0	0	0	0
C17E4.4	C17E4.4	0	0	0	0	0	0
C17E4.6	C17E4.6	0	0	0	0	0	0
C17F3.1	C17F3.1	0	0	0	0	0	0
C17F3.3	C17F3.3	0	0	0	0	0	0
C17F3.4	C17F3.4	0	0	0	0	0	0
C17H1.10	C17H1.10	0	0	0	0	0	0
C17H1.11	C17H1.11	0	0	0	0	0	0
C17H1.13	C17H1.13	0	0	0	0	0	0
C17H1.14	C17H1.14	0	0	0	0	0	0
C17H1.2	C17H1.2	0	0	0	0	0	0
C17H1.3	C17H1.3	0	0	0	0	0	0
C17H1.4	C17H1.4	0	0	0	0	0	0
C17H1.5	C17H1.5	0	0	0	0	0	0
C17H1.6	C17H1.6	0	0	0	0	0	0
C17H1.7	C17H1.7	0	0	0	0	0	0
C17H1.8	C17H1.8	0	0	0	0	0	0
C17H1.9	C17H1.9	0	0	0	0	0	0
C18E3.1	C18E3.1	0	0	0	0	0	0
C18E3.10	C18E3.10	0	0	0	0	0	0
C18E3.3	C18E3.3	0	0	0	0	0	0
C18E3.4	C18E3.4	0	0	0	0	0	0
C18E3.5	C18E3.5	0	0	0	0	0	0
C18E3.9	C18E3.9	0	0	0	0	0	0
C24A11.1	C24A11.1	0	0	0	0	0	0
C24A11.11	C24A11.11	0	0	0	0	0	0
C24A11.12	C24A11.12	0	0	0	0	0	0
C24A11.13	C24A11.13	0	0	0	0	0	0
C24A11.2	C24A11.2	0	0	0	0	0	0
C24A11.5	C24A11.5	0	0	0	0	0	0
C24A11.6	C24A11.6	0	0	0	0	0	0
C24G7.6	C24G7.6	0	0	0	0	0	0
C25A1.1	C25A1.1	0	0	0	0	0	0
C25A1.15	C25A1.15	0	0	0	0	0	0
C25A1.16	C25A1.16	0	0	0	0	0	0
C25A1.18	C25A1.18	0	0	0	0	0	0
C25A1.4	C25A1.4	0	0	0	0	0	0
C25A1.5	C25A1.5	0	0	0	0	0	0
C26C6.10	C26C6.10	0	0	0	0	0	0
C26C6.12	C26C6.12	0	0	0	0	0	0
C26C6.13	C26C6.13	0	0	0	0	0	0
C26C6.14	C26C6.14	0	0	0	0	0	0
C26C6.4	C26C6.4	0	0	0	0	0	0
C26C6.6	C26C6.6	0	0	0	0	0	0
C26C6.8	C26C6.8	0	0	0	0	0	0
C26C6.9	C26C6.9	0	0	0	0	0	0
C27A12.11	C27A12.11	0	0	0	0	0	0
C27A12.12	C27A12.12	0	0	0	0	0	0
C27A12.2	C27A12.2	0	0	0	0	0	0
C27A12.4	C27A12.4	0	0	0	0	0	0
C27A12.6	C27A12.6	0	0	0	0	0	0
C27A12.7	C27A12.7	0	0	0	0	0	0
C27A12.9	C27A12.9	0	0	0	0	0	0
C27C7.5	C27C7.5	0	0	0	0	0	0
C27C7.7	C27C7.7	0	0	0	0	0	0
C27C7.9	C27C7.9	0	0	0	0	0	0
C28A5.12	C28A5.12	0	0	0	0	0	0
C30F12.1	C30F12.1	0	0	0	0	0	0
C30F12.2	C30F12.2	0	0	0	0	0	0
C30F12.3	C30F12.3	0	0	0	0	0	0
C30F12.4	C30F12.4	0	0	0	0	0	0
C30F12.5	C30F12.5	0	0	0	0	0	0
C30F12.8	C30F12.8	0	0	0	0	0	0
C30F12.9	C30F12.9	0	0	0	0	0	0
C30F8.3	C30F8.3	0	0	0	0	0	0
C30F8.5	C30F8.5	0	0	0	0	0	0
C30F8.6	C30F8.6	0	0	0	0	0	0
C30H7.2	C30H7.2	0	0	0	0	0	0
C31H5.1	C31H5.1	0	0	0	0	0	0
C31H5.10	C31H5.10	0	0	0	0	0	0
C31H5.11	C31H5.11	0	0	0	0	0	0
C31H5.4	C31H5.4	0	0	0	0	0	0
C31H5.5	C31H5.5	0	0	0	0	0	0
C31H5.6	C31H5.6	0	0	0	0	0	0
C31H5.7	C31H5.7	0	0	0	0	0	0
C31H5.8	C31H5.8	0	0	0	0	0	0
C31H5.9	C31H5.9	0	0	0	0	0	0
C32E12.1	C32E12.1	0	0	0	0	0	0
C32E12.4	C32E12.4	0	0	0	0	0	0
C32E12.7	C32E12.7	0	0	0	0	0	0
C32E12.8	C32E12.8	0	0	0	0	0	0
C32E8.1	C32E8.1	4	2	5	4	4	5
C32E8.12	C32E8.12	0	3	9	5	2	4
C32E8.3	C32E8.3	291	283	269	271	348	372
C32E8.4	C32E8.4	2	1	2	0	1	2
C32E8.5	C32E8.5	94	90	90	99	105	134
C32E8.6	C32E8.6	107	149.99998	137.00002	116.99999	147.00005	138.99991
C32E8.9	C32E8.9	58	66	87	105	99	69
C32F10.4	C32F10.4	0	0	0	0	0	0
C32F10.8	C32F10.8	0	0	0	0	0	0
C32F10.9	C32F10.9	0	0	0	0	0	0
C34B2.10	C34B2.10	0	0	0	0	0	0
C34B2.11	C34B2.11	0	0	0	0	0	0
C34B2.12	C34B2.12	0	0	0	0	0	0
C34B2.13	C34B2.13	0	0	0	0	0	0
C34B2.3	C34B2.3	0	0	0	0	0	0
C34B2.4	C34B2.4	0	0	0	0	0	0
C34B2.5	C34B2.5	0	0	0	0	0	0
C34B2.6	C34B2.6	0	0	0	0	0	0
C34B2.8	C34B2.8	0	0	0	0	0	0
C34B2.9	C34B2.9	0	0	0	0	0	0
C34B7.1	C34B7.1	0	0	0	0	0	0
C34B7.2	C34B7.2	0	0	0	0	0	0
C34G6.10	C34G6.10	0	0	0	0	0	0
C34G6.11	C34G6.11	0	0	0	0	0	0
C34G6.12	C34G6.12	0	0	0	0	0	0
C34G6.13	C34G6.13	0	0	0	0	0	0
C34G6.3	C34G6.3	0	0	0	0	0	0
C34G6.9	C34G6.9	0	0	0	0	0	0
C35E7.10	C35E7.10	0	0	0	0	0	0
C35E7.11	C35E7.11	0	0	0	0	0	0
C35E7.2	C35E7.2	0	0	0	0	0	0
C35E7.3	C35E7.3	0	0	0	0	0	0
C35E7.4	C35E7.4	0	0	0	0	0	0
C35E7.5	C35E7.5	0	0	0	0	0	0
C35E7.6	C35E7.6	0	0	0	0	0	0
C35E7.7	C35E7.7	0	0	0	0	0	0
C35E7.8	C35E7.8	0	0	0	0	0	0
C35E7.9	C35E7.9	0	0	0	0	0	0
C36B1.11	C36B1.11	0	0	0	0	0	0
C36B1.13	C36B1.13	0	0	0	0	0	0
C36B1.14	C36B1.14	0	0	0	0	0	0
C36B1.15	C36B1.15	0	0	0	0	0	0
C36B1.16	C36B1.16	0	0	0	0	0	0
C36B1.6	C36B1.6	0	0	0	0	0	0
C36B1.9	C36B1.9	0	0	0	0	0	0
C36F7.10	C36F7.10	0	0	0	0	0	0
C36F7.11	C36F7.11	0	0	0	0	0	0
C36F7.12	C36F7.12	0	0	0	0	0	0
C36F7.13	C36F7.13	0	0	0	0	0	0
C36F7.14	C36F7.14	0	0	0	0	0	0
C36F7.15	C36F7.15	0	0	0	0	0	0
C36F7.16	C36F7.16	0	0	0	0	0	0
C36F7.17	C36F7.17	0	0	0	0	0	0
C36F7.18	C36F7.18	0	0	0	0	0	0
C36F7.19	C36F7.19	0	0	0	0	0	0
C36F7.20	C36F7.20	0	0	0	0	0	0
C36F7.21	C36F7.21	0	0	0	0	0	0
C36F7.22	C36F7.22	0	0	0	0	0	0
C36F7.23	C36F7.23	0	0	0	0	0	0
C36F7.24	C36F7.24	0	0	0	0	0	0
C36F7.25	C36F7.25	0	0	0	0	0	0
C36F7.26	C36F7.26	0	0	0	0	0	0
C36F7.5	C36F7.5	0	0	0	0	0	0
C36F7.8	C36F7.8	0	0	0	0	0	0
C36F7.9	C36F7.9	0	0	0	0	0	0
C37A2.6	C37A2.6	0	0	0	0	0	0
C37A2.7	C37A2.7	0	0	0	0	0	0
C37A2.8	C37A2.8	0	0	0	0	0	0
C37A2.9	C37A2.9	0	0	0	0	0	0
C37A5.11	C37A5.11	0	0	0	0	0	0
C37A5.12	C37A5.12	0	0	0	0	0	0
C37A5.3	C37A5.3	0	0	0	0	0	0
C37A5.5	C37A5.5	0	0	0	0	0	0
C37A5.6	C37A5.6	0	0	0	0	0	0
C37A5.7	C37A5.7	0	0	0	0	0	0
C41D11.10	C41D11.10	0	0	0	0	0	0
C41D11.3	C41D11.3	0	0	0	0	0	0
C41D11.5	C41D11.5	0	0	0	0	0	0
C41D11.6	C41D11.6	0	0	0	0	0	0
C41D11.9	C41D11.9	0	0	0	0	0	0
C41G7.13	C41G7.13	0	0	0	0	0	0
